8	0.000001
16	0.000002
32	0.000003
64	0.000007
128	0.000016
256	0.000032
512	0.000066
1024	0.000137
2048	0.000311
4096	0.000559
8192	0.001112
16384	0.002288
32768	0.004845
65536	0.010257
131072	0.021716
262144	0.045771
524288	0.095859
1048576	0.201036
2097152	0.414013
4194304	0.859480
8388608	1.792768
16777216	3.723356
33554432	7.732867
67108864	16.055479
134217728	33.392777
